iter	Passed	Remaining
524	38493	108148
525	38584	108123
526	38660	108059
527	38732	107982
528	38784	107850
529	38871	107814
530	38944	107739
531	39049	107751
532	39117	107665
533	39190	107590
534	39250	107481
535	39342	107456
536	39414	107379
537	39473	107268
538	39561	107235
539	39639	107172
540	39684	107023
541	39737	106894
542	39807	106814
543	39872	106717
544	39930	106602
545	39989	106491
546	40047	106378
547	40121	106307
548	40197	106240
549	40274	106177
550	40340	106085
551	40409	106000
552	40493	105956
553	40552	105846
554	40618	105753
555	40693	105686
556	40746	105561
557	40812	105470
558	40890	105408
559	40945	105289
560	41018	105215
561	41087	105132
562	41170	105084
563	41256	105042
564	41375	105085
565	41450	105017
566	41523	104944
567	41581	104832
568	41649	104745
569	41719	104664
570	41775	104548
571	41860	104505
572	41924	104408
573	41991	104320
574	42050	104211
575	42113	104113
576	42172	104005
577	42232	103901
578	42308	103835
579	42386	103774
580	42476	103743
581	42546	103660
582	42622	103594
583	42692	103513
584	42753	103411
585	42817	103316
586	42880	103219
587	42940	103115
588	42997	103005
589	43062	102911
590	43124	102813
591	43195	102735
592	43263	102650
593	43336	102577
594	43413	102514
595	43505	102486
596	43594	102449
597	43678	102403
598	43726	102271
599	43785	102166
600	43864	102107
601	43958	102083
602	44113	102199
603	44216	102195
604	44286	102114
605	44361	102046
606	44445	101998
607	44522	101933
608	44586	101838
609	44660	101767
610	44740	101709
611	44811	101632
612	44865	101514
613	44960	101489
614	45029	101407
615	45091	101308
616	45164	101235
617	45249	101188
618	45325	101121
619	45418	101092
620	45513	101066
621	45573	100964
622	45654	100909
623	45719	100817
624	45793	100746
625	45859	100655
626	45929	100576
627	45982	100458
628	46061	100398
629	46118	100290
630	46191	100216
631	46257	100127
632	46343	100081
633	46438	100055
634	46502	99962
635	46603	99948
636	46670	99860
637	46743	99787
638	46815	99712
639	46897	99657
640	46980	99605
641	47041	99506
642	47096	99393
643	47178	99339
644	47255	99273
645	47341	99225
646	47434	99195
647	47513	99133
648	47578	99042
649	47645	98956
650	47735	98917
651	47817	98862
652	47876	98759
653	47960	98707
654	48045	98658
655	48108	98564
656	48182	98492
657	48243	98392
658	48344	98376
659	48410	98288
660	48465	98177
661	48524	98075
662	48589	97985
663	48664	97915
664	48747	97861
665	48834	97815
666	48901	97730
667	48980	97666
668	49047	97581
669	49101	97470
670	49166	97380
671	49254	97335
672	49347	97301
673	49426	97240
674	49488	97143
675	49538	97025
676	49587	96904
677	49642	96795
678	49707	96706
679	49781	96634
680	49843	96540
681	49898	96430
682	49954	96325
683	50012	96223
684	50074	96128
685	50137	96036
686	50225	95990
687	50306	95933
688	50372	95847
689	50448	95778
690	50534	95729
691	50631	95701
692	50695	95611
693	50769	95540
694	50849	95480
695	50913	95390
696	50980	95305
697	51058	95240
698	51157	95215
699	51243	95166
700	51316	95092
701	51410	95057
702	51472	94964
703	51554	94906
704	51628	94834
705	51693	94747
706	51759	94659
707	51813	94551
708	51877	94462
709	51948	94385
710	52040	94345
711	52112	94271
712	52176	94181
713	52263	94132
714	52340	94066
715	52427	94018
716	52515	93971
717	52592	93904
718	52662	93826
719	52756	93789
720	52809	93680
721	52866	93578
722	52941	93508
723	53003	93415
724	53058	93309
725	53143	93256
726	53191	93140
727	53245	93033
728	53313	92950
729	53382	92870
730	53439	92769
731	53506	92685
732	53584	92621
733	53643	92524
734	53717	92453
735	53781	92364
736	53833	92254
737	53896	92164
738	53958	92072
739	54017	91975
740	54085	91894
741	54162	91828
742	54236	91756
743	54319	91701
744	54389	91623
745	54450	91529
746	54504	91424
747	54568	91337
748	54623	91233
749	54689	91148
750	54770	91089
751	54996	91271
752	55057	91178
753	55136	91113
754	55217	91053
755	55292	90983
756	55367	90914
757	55419	90806
758	55478	90709
759	55548	90632
760	55602	90527
761	55661	90432
762	55737	90363
763	55810	90289
764	55877	90207
765	55940	90117
766	55994	90014
767	56055	89923
768	56111	89822
769	56175	89735
770	56245	89657
771	56305	89563
772	56381	89494
773	56443	89404
774	56506	89317
775	56560	89214
776	56615	89112
777	56707	89070
778	56771	88983
779	56841	88905
780	56908	88823
781	56973	88739
782	57056	88682
783	57118	88591
784	57190	88517
785	57239	88407
786	57319	88346
787	57389	88269
788	57454	88184
789	57540	88131
790	57602	88042
791	57680	87977
792	57739	87882
793	57806	87802
794	57860	87700
795	57919	87606
796	58003	87550
797	58059	87452
798	58129	87376
799	58203	87305
800	58284	87244
801	58354	87167
802	58415	87078
803	58482	86996
804	58547	86912
805	58607	86820
806	58676	86741
807	58733	86646
808	58795	86558
809	58855	86467
810	58913	86372
811	58976	86286
812	59042	86203
813	59109	86122
814	59173	86037
815	59251	85973
816	59326	85903
817	59397	85828
818	59485	85777
819	59548	85691
820	59628	85629
821	59687	85537
822	59747	85447
823	59836	85397
824	59900	85313
825	59984	85256
826	60043	85164
827	60105	85077
828	60166	84987
829	60223	84893
830	60310	84841
831	60369	84749
832	60437	84670
833	60527	84622
834	60594	84542
835	60670	84474
836	60739	84396
837	60801	84309
838	60872	84234
839	60949	84168
840	61016	84088
841	61083	84007
842	61148	83924
